Player ▲,Nation,Pos,Squad,Comp,Age,Gls,Ast,Cluster,Cluster_Prob
Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,23,0.31,0.16,2,1.0
Lautaro Martínez,ar ARG,FW,Inter,it Serie A,26,0.44,0.11,2,0.9999999990992827
Toni Martínez,es ESP,FW,Alavés,es La Liga,27,0.36,0.0,2,0.9999999890028706
Marvin,es ESP,"DF,FW",Las Palmas,es La Liga,24,0.0,0.0,2,0.9999999999998064
Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30,0.17,0.09,2,0.998551777581969
Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19,0.2,0.29,2,0.9999999941919437
Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26,0.22,0.06,2,0.9999999999999822
Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29,0.0,0.0,2,0.7446955878150301
Kasey McAteer,ie IRL,FW,Leicester City,eng Premier League,22,0.11,0.11,2,0.9990472568567953
Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28,0.15,0.29,2,0.9999999997013547
John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29,0.04,0.16,2,0.9999999962426216
Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24,0.26,0.39,2,1.0
Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27,0.1,0.14,2,1.0
Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24,0.0,0.21,2,0.9999999999997398
Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29,0.24,0.12,2,1.0
Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20,0.29,0.2,2,0.9999999999999689
Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20,0.16,0.16,2,0.9999999999900622
Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27,0.35,0.14,2,1.0
Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26,0.36,0.0,2,0.9999999109322855
Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20,0.2,0.03,2,1.0
Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31,0.41,0.0,2,0.999983830193564
Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27,0.13,0.09,2,0.9999999994240372
Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21,0.15,0.19,2,1.0
Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24,0.33,0.07,2,0.999999970668362
Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26,0.21,0.09,2,0.9999999999802398
Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34,0.07,0.29,2,1.0
Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28,0.17,0.08,2,0.9999999979951193
Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23,0.75,0.09,2,0.999999969369026
Jacob Murphy,eng ENG,FW,Newcastle Utd,eng Premier League,29,0.31,0.46,2,1.0
Yunus Musah,us USA,"MF,FW",Milan,it Serie A,21,0.0,0.11,2,0.999999999965488
Nathan N'Goumou,cm CMR,FW,Gladbach,de Bundesliga,24,0.22,0.11,2,0.9999339206365054
Keito Nakamura,jp JPN,"FW,MF",Reims,fr Ligue 1,24,0.37,0.07,2,0.9999999999631219
Sebastian Nanasi,se SWE,"MF,FW",Strasbourg,fr Ligue 1,22,0.26,0.17,2,1.0
Roberto Navarro,es ESP,"MF,FW",Mallorca,es La Liga,22,0.07,0.0,2,1.0
David Neres,br BRA,FW,Napoli,it Serie A,27,0.14,0.28,2,1.0
Pedro Neto,pt POR,FW,Chelsea,eng Premier League,24,0.16,0.24,2,0.9999999999985969
Justin Njinmah,de GER,"FW,MF",Werder Bremen,de Bundesliga,23,0.28,0.19,2,0.985074961418976
Christopher Nkunku,fr FRA,FW,Chelsea,eng Premier League,26,0.29,0.2,2,0.9738968294847504
Brooke Norton-Cuffy,eng ENG,"DF,FW",Genoa,it Serie A,20,0.0,0.0,2,0.9975815801570332
Randy Nteka,ao ANG,FW,Rayo Vallecano,es La Liga,26,0.24,0.0,2,0.9208194677298882
Ernest Nuamah,gh GHA,"FW,MF",Lyon,fr Ligue 1,20,0.26,0.09,2,0.999999996912142
Darwin Núñez,uy URU,FW,Liverpool,eng Premier League,25,0.4,0.16,2,0.9999999999996174
Ethan Nwaneri,eng ENG,"FW,MF",Arsenal,eng Premier League,17,0.4,0.2,2,1.0
Jens Odgaard,dk DEN,"MF,FW",Bologna,it Serie A,25,0.28,0.05,2,0.9999999999492282
Michael Olise,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,22,0.46,0.58,2,1.0
Paul Onuachu,ng NGA,FW,Southampton,eng Premier League,30,0.34,0.09,2,0.9999999944847175
Gaetano Oristanio,it ITA,"FW,MF",Venezia,it Serie A,21,0.12,0.12,2,0.9999999999998486
Dango Ouattara,bf BFA,FW,Bournemouth,eng Premier League,22,0.31,0.18,2,1.0
Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,es La Liga,29,0.17,0.17,2,0.9999999999951532
Rubén Peña,es ESP,"FW,DF",Osasuna,es La Liga,33,0.0,0.0,2,0.9999213399783425
Nicolas Pépé,ci CIV,"FW,MF",Villarreal,es La Liga,29,0.18,0.36,2,0.99999999998112
Peque,es ESP,"MF,FW",Sevilla,es La Liga,21,0.08,0.08,2,0.9999999999676614
Mathias Pereira Lage,pt POR,"FW,MF",Brest,fr Ligue 1,27,0.11,0.4,2,0.9999999999999991
Ayoze Pérez,es ESP,FW,Villarreal,es La Liga,31,0.87,0.09,2,0.9999999999939537
Carles Pérez,es ESP,"MF,FW",Getafe,es La Liga,26,0.19,0.0,2,0.9999999999847438
Gaëtan Perrin,fr FRA,"MF,FW",Auxerre,fr Ligue 1,28,0.33,0.37,2,0.999999999999952
